 expiry_date | strike_price | option_type | num_trading_days | total_volume | total_oi | avg_premium | volume_to_oi_ratio 
-------------+--------------+-------------+------------------+--------------+----------+-------------+--------------------
 2019-08-29  |     31500.00 | CE          |               19 |        68675 |  2523320 |        3.85 |               2.72
 2019-08-29  |     31500.00 | PE          |               19 |        39973 |  3247000 |     3558.71 |               1.23
 2019-08-29  |     31600.00 | CE          |               19 |         8137 |      240 |     1602.22 |            3390.42
 2019-08-29  |     31700.00 | CE          |               19 |         4456 |     4840 |        7.91 |              92.07
 2019-08-29  |     31800.00 | CE          |               19 |        45649 |     2300 |     1328.14 |            1984.74
 2019-08-29  |     31900.00 | CE          |               19 |        47955 |     1060 |     1291.99 |            4524.06
 2019-08-29  |     32000.00 | CE          |               19 |        10858 |  1313100 |        3.06 |               0.83
 2019-08-29  |     32000.00 | PE          |               19 |         1649 |   492400 |     4023.42 |               0.33
 2019-08-29  |     32100.00 | CE          |               19 |        31408 |      940 |     1222.35 |            3341.28
 2019-08-29  |     32200.00 | CE          |               19 |         2000 |        0 |     1527.50 |                   
 2019-08-29  |     32300.00 | CE          |               19 |         2500 |        0 |     1402.30 |                   
 2019-08-29  |     32400.00 | CE          |               19 |         4517 |      280 |     1202.83 |            1613.21
 2019-08-29  |     32500.00 | CE          |               19 |         2328 |   487500 |        2.28 |               0.48
 2019-08-29  |     32600.00 | CE          |               19 |        21007 |        0 |     1286.16 |                   
 2019-08-29  |     32700.00 | CE          |               19 |        13872 |      360 |     1102.32 |            3853.33
 2019-08-29  |     32800.00 | CE          |               19 |         1007 |      380 |      998.76 |             265.00
 2019-08-29  |     32900.00 | CE          |               19 |        73599 |      200 |      900.51 |           36799.50
 2019-08-29  |     33000.00 | CE          |               19 |         3554 |   226520 |        1.81 |               1.57
 2019-08-29  |     33000.00 | PE          |               19 |         1555 |   277080 |     5036.44 |               0.56
 2019-08-29  |     33200.00 | CE          |               19 |        17187 |     5280 |        1.87 |             325.51
 2019-08-29  |     33300.00 | CE          |               19 |        25028 |     8680 |        2.41 |             288.34
 2019-09-05  |     25200.00 | PE          |                2 |         1893 |     8640 |        0.88 |              21.91
 2019-09-05  |     25300.00 | PE          |                2 |         1470 |     4260 |        0.90 |              34.51
 2019-09-05  |     25400.00 | PE          |                9 |        43470 |   396600 |       15.36 |              10.96
 2019-09-05  |     25500.00 | PE          |                9 |        86599 |   420260 |       16.94 |              20.61
 2019-09-05  |     25600.00 | PE          |                9 |        50187 |   108520 |       27.56 |              46.25
 2019-09-05  |     25700.00 | PE          |                9 |        72125 |   140740 |       33.02 |              51.25
 2019-09-05  |     25800.00 | PE          |                9 |       120284 |   145800 |       27.02 |              82.50
 2019-09-05  |     25900.00 | PE          |                9 |       139720 |   118880 |       47.37 |             117.53
 2019-09-05  |     26000.00 | CE          |               20 |         1120 |     5540 |     1696.28 |              20.22
 2019-09-05  |     26000.00 | PE          |               20 |       699827 |  1182060 |       71.75 |              59.20
 2019-09-05  |     26100.00 | PE          |               20 |       353104 |   284700 |       78.99 |             124.03
 2019-09-05  |     26200.00 | PE          |               20 |       596983 |   589920 |       90.04 |             101.20
 2019-09-05  |     26300.00 | PE          |               20 |       804522 |   766880 |      102.42 |             104.91
 2019-09-05  |     26400.00 | CE          |               20 |         9433 |     5200 |     1417.40 |             181.40
 2019-09-05  |     26400.00 | PE          |               20 |      1149555 |   922760 |      116.30 |             124.58
 2019-09-05  |     26500.00 | CE          |               20 |        60833 |    86520 |     1246.61 |              70.31
 2019-09-05  |     26500.00 | PE          |               20 |      2853033 |  2619440 |      134.29 |             108.92
 2019-09-05  |     26600.00 | CE          |               21 |        42738 |    21140 |     1443.37 |             202.17
 2019-09-05  |     26600.00 | PE          |               21 |      2186367 |  1258420 |      105.00 |             173.74
 2019-09-05  |     26700.00 | CE          |               21 |       138117 |    57760 |     1368.34 |             239.12
 2019-09-05  |     26700.00 | PE          |               21 |      2963077 |  1405340 |      120.05 |             210.84
 2019-09-05  |     26800.00 | CE          |               22 |       584519 |   214740 |     1392.01 |             272.20
 2019-09-05  |     26800.00 | PE          |               22 |      3529880 |  1737520 |      132.18 |             203.16
 2019-09-05  |     26900.00 | CE          |               22 |      1429025 |   357240 |     1310.34 |             400.02
 2019-09-05  |     26900.00 | PE          |               22 |      3329537 |  1461200 |      136.63 |             227.86
 2019-09-05  |     27000.00 | CE          |               22 |      3394197 |  2507280 |     1176.55 |             135.37
 2019-09-05  |     27000.00 | PE          |               22 |      3604858 |  2056100 |      169.53 |             175.33
 2019-09-05  |     27100.00 | CE          |               22 |      2729699 |  1309120 |     1106.13 |             208.51
 2019-09-05  |     27100.00 | PE          |               22 |      1391561 |   467580 |      197.87 |             297.61
 2019-09-05  |     27200.00 | CE          |               23 |      3552734 |  1765100 |     1261.73 |             201.28
 2019-09-05  |     27200.00 | PE          |               23 |      1104503 |   755440 |      184.55 |             146.21
 2019-09-05  |     27300.00 | CE          |               23 |      3311875 |  2055320 |     1190.70 |             161.14
 2019-09-05  |     27300.00 | PE          |               23 |       596455 |   478140 |      215.36 |             124.74
 2019-09-05  |     27400.00 | CE          |               23 |      2739061 |  1389520 |     1251.84 |             197.12
 2019-09-05  |     27400.00 | PE          |               23 |       297294 |   217360 |      265.99 |             136.77
 2019-09-05  |     27500.00 | CE          |               23 |      4092872 |  4232620 |     1284.05 |              96.70
 2019-09-05  |     27500.00 | PE          |               23 |       401103 |   817920 |      298.41 |              49.04
 2019-09-05  |     27600.00 | CE          |               23 |      2396020 |  2009620 |     1222.30 |             119.23
 2019-09-05  |     27600.00 | PE          |               23 |       100729 |   170260 |      331.11 |              59.16
 2019-09-05  |     27700.00 | CE          |               23 |      2071893 |  1884580 |     1247.79 |             109.94
 2019-09-05  |     27700.00 | PE          |               23 |        60270 |   136960 |      348.33 |              44.01
 2019-09-05  |     27800.00 | CE          |               23 |      1623170 |  1750320 |     1122.74 |              92.74
 2019-09-05  |     27800.00 | PE          |               23 |        48733 |   167180 |      407.84 |              29.15
 2019-09-05  |     27900.00 | CE          |               23 |      1696879 |  1066160 |     1136.49 |             159.16
 2019-09-05  |     27900.00 | PE          |               23 |        25394 |    71540 |      433.43 |              35.50
 2019-09-05  |     28000.00 | CE          |               23 |      2833648 |  3873540 |      955.61 |              73.15
 2019-09-05  |     28000.00 | PE          |               23 |        97387 |   857500 |      511.47 |              11.36
 2019-09-05  |     28100.00 | CE          |               23 |       424378 |   638760 |      910.47 |              66.44
 2019-09-05  |     28100.00 | PE          |               23 |         7087 |    30660 |      467.08 |              23.11
 2019-09-05  |     28200.00 | CE          |               23 |       365095 |  1046160 |     1111.88 |              34.90
 2019-09-05  |     28200.00 | PE          |               23 |         7554 |    36320 |      529.12 |              20.80
 2019-09-05  |     28300.00 | CE          |               23 |       282020 |  1044860 |     1301.23 |              26.99
 2019-09-05  |     28400.00 | CE          |               23 |       180052 |   529620 |     1090.01 |              34.00
 2019-09-05  |     28500.00 | CE          |               23 |       535039 |  2260680 |      838.17 |              23.67
 2019-09-05  |     28500.00 | PE          |               23 |         2656 |    37360 |      569.90 |               7.11
 2019-09-05  |     28600.00 | CE          |               23 |       122666 |   429500 |      378.96 |              28.56
 2019-09-05  |     28700.00 | CE          |               23 |        99469 |   319800 |      832.73 |              31.10
 2019-09-05  |     28800.00 | CE          |               23 |        85448 |   338920 |     1395.91 |              25.21
 2019-09-05  |     28900.00 | CE          |               23 |        56263 |   190520 |     1442.35 |              29.53
 2019-09-05  |     29000.00 | CE          |               23 |       247279 |  1338060 |      473.80 |              18.48
 2019-09-05  |     29100.00 | CE          |               23 |        13055 |    49940 |     1515.15 |              26.14
 2019-09-05  |     29200.00 | CE          |               23 |         7132 |    37220 |     1463.80 |              19.16
 2019-09-05  |     29300.00 | CE          |               23 |         3681 |    10860 |     1416.18 |              33.90
 2019-09-05  |     29400.00 | CE          |               23 |         2959 |    12240 |     1361.84 |              24.17
 2019-09-05  |     29500.00 | CE          |               23 |        70112 |   468460 |     1232.35 |              14.97
 2019-09-05  |     30000.00 | CE          |               23 |        27875 |   251280 |     1375.20 |              11.09
 2019-09-05  |     30200.00 | CE          |               23 |         5002 |       20 |     1871.53 |           25010.00
 2019-09-05  |     30600.00 | CE          |               23 |         1887 |       60 |     1599.17 |            3145.00
 2019-09-05  |     30700.00 | CE          |               23 |         8002 |       80 |     1535.04 |           10002.50
 2019-09-05  |     30800.00 | CE          |               23 |         2113 |        0 |     1338.67 |                   
 2019-09-05  |     30900.00 | CE          |               23 |         8004 |        0 |     1282.96 |                   
 2019-09-05  |     31100.00 | CE          |               23 |         1501 |        0 |     1293.32 |                   
 2019-09-05  |     31200.00 | CE          |               23 |         4000 |        0 |     1236.71 |                   
 2019-09-05  |     31300.00 | CE          |               23 |         5011 |       80 |     1181.60 |            6263.75
 2019-09-05  |     31400.00 | CE          |               23 |         4035 |       80 |      974.45 |            5043.75
 2019-09-05  |     31500.00 | CE          |               23 |         2224 |        0 |      978.42 |                   
 2019-09-05  |     31600.00 | CE          |               23 |         2034 |        0 |      932.65 |                   
 2019-09-05  |     31700.00 | CE          |               23 |         5098 |      240 |      843.93 |            2124.17
 2019-09-05  |     31800.00 | CE          |               23 |         5544 |      200 |      803.10 |            2772.00
 2019-09-05  |     31900.00 | CE          |               23 |         6027 |      260 |      763.67 |            2318.08
 2019-09-05  |     32200.00 | CE          |               23 |         2007 |      280 |      721.79 |             716.79
 2019-09-05  |     32300.00 | CE          |               23 |         4166 |       40 |      619.07 |           10415.00
 2019-09-05  |     32400.00 | CE          |               23 |        15644 |     2400 |      555.42 |             651.83
 2019-09-05  |     32500.00 | CE          |               23 |         1012 |      180 |      554.68 |             562.22
 2019-09-05  |     32600.00 | CE          |               23 |        12282 |     1800 |      441.83 |             682.33
 2019-09-05  |     32700.00 | CE          |               23 |        17148 |     7040 |      417.23 |             243.58
 2019-09-05  |     32800.00 | CE          |               23 |        20519 |     2760 |      369.44 |             743.44
 2019-09-05  |     32900.00 | CE          |               23 |        22104 |     2680 |      417.60 |             824.78
 2019-09-05  |     33000.00 | CE          |               23 |         3761 |     1660 |      415.19 |             226.57
 2019-09-05  |     33100.00 | CE          |               23 |        48133 |     8660 |      308.96 |             555.81
 2019-09-12  |     25200.00 | PE          |                6 |        24841 |   309260 |        5.15 |               8.03
 2019-09-12  |     25300.00 | PE          |                6 |         9543 |    35360 |        6.07 |              26.99
 2019-09-12  |     25400.00 | PE          |               13 |        17957 |    69720 |       42.44 |              25.76
 2019-09-12  |     25500.00 | PE          |               13 |        97412 |   495340 |       49.93 |              19.67
 2019-09-12  |     25600.00 | PE          |               13 |        24742 |    78340 |       60.10 |              31.58
 2019-09-12  |     25700.00 | PE          |               13 |        30064 |   103620 |       68.53 |              29.01
 2019-09-12  |     25800.00 | PE          |               13 |        44500 |   117380 |       77.15 |              37.91
 2019-09-12  |     25900.00 | PE          |               13 |        65779 |   168540 |       88.89 |              39.03
 2019-09-12  |     26000.00 | CE          |               24 |         1271 |    11860 |     1785.94 |              10.72
 2019-09-12  |     26000.00 | PE          |               24 |       312498 |  1048320 |      100.24 |              29.81
 2019-09-12  |     26100.00 | PE          |               24 |       123691 |   193780 |      117.78 |              63.83
 2019-09-12  |     26200.00 | PE          |               24 |       197992 |   376900 |      133.35 |              52.53
 2019-09-12  |     26300.00 | PE          |               24 |       250583 |   500060 |      149.71 |              50.11
 2019-09-12  |     26400.00 | PE          |               24 |       276212 |   368760 |      167.72 |              74.90
 2019-09-12  |     26500.00 | CE          |               24 |         6378 |    33980 |     1370.18 |              18.77
 2019-09-12  |     26500.00 | PE          |               24 |       808961 |  2151200 |      179.12 |              37.61
 2019-09-12  |     26600.00 | CE          |               25 |         3528 |    10460 |     1352.60 |              33.73
 2019-09-12  |     26600.00 | PE          |               25 |       435434 |   749920 |      143.88 |              58.06
 2019-09-12  |     26700.00 | CE          |               25 |         7233 |    28540 |     1555.16 |              25.34
 2019-09-12  |     26700.00 | PE          |               25 |       529962 |   765560 |      162.23 |              69.23
 2019-09-12  |     26800.00 | CE          |               26 |        24148 |    93700 |     1587.63 |              25.77
 2019-09-12  |     26800.00 | PE          |               26 |       747223 |  1132240 |      154.48 |              66.00
 2019-09-12  |     26900.00 | CE          |               26 |        49611 |    85100 |     1507.98 |              58.30
 2019-09-12  |     26900.00 | PE          |               26 |       716339 |  1222080 |      173.66 |              58.62
 2019-09-12  |     27000.00 | CE          |               26 |       333471 |   912340 |     1348.61 |              36.55
 2019-09-12  |     27000.00 | PE          |               26 |      2054812 |  3361540 |      209.38 |              61.13
 2019-09-12  |     27100.00 | CE          |               26 |       206379 |   179860 |     1312.98 |             114.74
 2019-09-12  |     27100.00 | PE          |               26 |       783164 |   890340 |      219.16 |              87.96
 2019-09-12  |     27200.00 | CE          |               27 |       436601 |   444500 |     1337.51 |              98.22
 2019-09-12  |     27200.00 | PE          |               27 |      1138294 |  1231600 |      192.11 |              92.42
 2019-09-12  |     27300.00 | CE          |               27 |       527826 |   500300 |     1373.94 |             105.50
 2019-09-12  |     27300.00 | PE          |               27 |      1040101 |  1103200 |      215.50 |              94.28
 2019-09-12  |     27400.00 | CE          |               27 |       576498 |   386660 |     1450.99 |             149.10
 2019-09-12  |     27400.00 | PE          |               27 |      1133214 |   980400 |      265.44 |             115.59
 2019-09-12  |     27500.00 | CE          |               27 |      1503000 |  1648180 |     1491.11 |              91.19
 2019-09-12  |     27500.00 | PE          |               27 |      1972731 |  1836940 |      288.85 |             107.39
 2019-09-12  |     27600.00 | CE          |               27 |      1019833 |   630080 |     1422.85 |             161.86
 2019-09-12  |     27600.00 | PE          |               27 |      1672721 |  1037480 |      299.19 |             161.23
 2019-09-12  |     27700.00 | CE          |               27 |      1485495 |   864760 |     1524.71 |             171.78
 2019-09-12  |     27700.00 | PE          |               27 |      2190171 |  1448160 |      322.39 |             151.24
 2019-09-12  |     27800.00 | CE          |               27 |      2216883 |  1281700 |     1459.22 |             172.96
 2019-09-12  |     27800.00 | PE          |               27 |      3223724 |  1234500 |      347.07 |             261.14
 2019-09-12  |     27900.00 | CE          |               27 |      2991080 |  1420840 |     1278.59 |             210.51
 2019-09-12  |     27900.00 | PE          |               27 |      2751188 |   145160 |      408.89 |            1895.28
 2019-09-12  |     28000.00 | CE          |               27 |      5290541 |  3649800 |     1120.75 |             144.95
 2019-09-12  |     28000.00 | PE          |               27 |      1531039 |   196140 |      464.79 |             780.58
 2019-09-12  |     28100.00 | CE          |               27 |      3277796 |  1760120 |     1287.12 |             186.23
 2019-09-12  |     28100.00 | PE          |               27 |       311220 |    23580 |      497.84 |            1319.85
 2019-09-12  |     28200.00 | CE          |               27 |      2782979 |  2124560 |     1281.35 |             130.99
 2019-09-12  |     28200.00 | PE          |               27 |        92633 |    21920 |      468.66 |             422.60
 2019-09-12  |     28300.00 | CE          |               27 |      1605641 |  1331420 |     1291.27 |             120.60
 2019-09-12  |     28300.00 | PE          |               27 |        11784 |     6000 |      420.81 |             196.40
 2019-09-12  |     28400.00 | CE          |               27 |       997981 |   807900 |     1185.01 |             123.53
 2019-09-12  |     28400.00 | PE          |               27 |         1800 |     4960 |      320.22 |              36.29
 2019-09-12  |     28500.00 | CE          |               27 |      1397694 |  1723620 |      903.19 |              81.09
 2019-09-12  |     28500.00 | PE          |               27 |         3173 |    13720 |      528.41 |              23.13
 2019-09-12  |     28600.00 | CE          |               27 |      1312447 |   237280 |     1463.32 |             553.12
 2019-09-12  |     28700.00 | CE          |               27 |        27103 |    44140 |     1159.40 |              61.40
 2019-09-12  |     28800.00 | CE          |               27 |        13226 |    34380 |     1544.19 |              38.47
 2019-09-12  |     28900.00 | CE          |               27 |         9364 |    32060 |     1717.82 |              29.21
 2019-09-12  |     29000.00 | CE          |               27 |        44388 |   303300 |      919.66 |              14.64
 2019-09-12  |     29100.00 | CE          |               27 |         1123 |     5580 |     1911.08 |              20.13
 2019-09-12  |     29500.00 | CE          |               27 |         1564 |    28400 |     1229.58 |               5.51
 2019-09-12  |     30100.00 | CE          |               27 |         2016 |      260 |     1312.91 |             775.38
 2019-09-12  |     30200.00 | CE          |               27 |         1003 |        0 |     1259.76 |                   
 2019-09-12  |     30300.00 | CE          |               27 |         2017 |       60 |     1208.12 |            3361.67
 2019-09-12  |     30400.00 | CE          |               27 |         8022 |       80 |     1157.71 |           10027.50
 2019-09-12  |     30600.00 | CE          |               27 |        16128 |      400 |     1060.80 |            4032.00
 2019-09-12  |     30800.00 | CE          |               27 |         3038 |        0 |     1011.39 |                   
 2019-09-12  |     30900.00 | CE          |               27 |         2005 |        0 |      925.60 |                   
 2019-09-12  |     31100.00 | CE          |               27 |         1562 |       20 |      842.05 |            7810.00
 2019-09-12  |     31300.00 | CE          |               27 |         1002 |        0 |      763.63 |                   
 2019-09-12  |     31400.00 | CE          |               27 |         2031 |        0 |      726.67 |                   
 2019-09-12  |     31700.00 | CE          |               27 |         3008 |        0 |      622.72 |                   
 2019-09-12  |     31800.00 | CE          |               27 |         6383 |        0 |      616.29 |                   
 2019-09-12  |     31900.00 | CE          |               27 |         6031 |        0 |      608.39 |                   
 2019-09-12  |     32000.00 | CE          |               27 |         5588 |      340 |      507.14 |            1643.53
 2019-09-12  |     32100.00 | CE          |               27 |        41075 |     1100 |      479.97 |            3734.09
 2019-09-12  |     32200.00 | CE          |               27 |        14887 |    17500 |      453.86 |              85.07
 2019-09-12  |     32300.00 | CE          |               27 |        73442 |     6840 |      409.46 |            1073.71
 2019-09-19  |     25200.00 | PE          |               11 |         8225 |   106560 |       18.04 |               7.72
 2019-09-19  |     25400.00 | PE          |               18 |         3490 |    20460 |       63.53 |              17.06
 2019-09-19  |     25500.00 | PE          |               18 |        20221 |   244820 |       75.49 |               8.26
 2019-09-19  |     25800.00 | PE          |               18 |         3083 |    16500 |      137.08 |              18.68
 2019-09-19  |     25900.00 | PE          |               18 |        25223 |    57320 |      141.66 |              44.00
 2019-09-19  |     26000.00 | PE          |               29 |       283453 |  1441280 |      116.84 |              19.67
 2019-09-19  |     26100.00 | PE          |               29 |       112602 |   136240 |      144.94 |              82.65
 2019-09-19  |     26200.00 | PE          |               29 |       209485 |   286900 |      148.67 |              73.02
 2019-09-19  |     26300.00 | PE          |               29 |       408901 |   592900 |      160.69 |              68.97
 2019-09-19  |     26400.00 | CE          |               29 |         2259 |     2320 |     1626.16 |              97.37
 2019-09-19  |     26400.00 | PE          |               29 |      1000907 |   713980 |      177.59 |             140.19
 2019-09-19  |     26500.00 | CE          |               29 |        40970 |    25560 |     1483.56 |             160.29
 2019-09-19  |     26500.00 | PE          |               29 |      2588424 |  2147480 |      194.53 |             120.53
 2019-09-19  |     26600.00 | CE          |               30 |       193234 |    33620 |     1818.15 |             574.76
 2019-09-19  |     26600.00 | PE          |               30 |      2516438 |  1507480 |      177.07 |             166.93
 2019-09-19  |     26700.00 | CE          |               30 |      1081400 |   396360 |     1735.15 |             272.83
 2019-09-19  |     26700.00 | PE          |               30 |      3190985 |  1586560 |      188.55 |             201.13
 2019-09-19  |     26800.00 | CE          |               31 |      2094669 |  1236720 |     1589.45 |             169.37
 2019-09-19  |     26800.00 | PE          |               31 |      2889995 |  1067780 |      159.98 |             270.65
 2019-09-19  |     26900.00 | CE          |               31 |      1953208 |  1090760 |     1516.27 |             179.07
 2019-09-19  |     26900.00 | PE          |               31 |      1965253 |   746600 |      182.38 |             263.23
 2019-09-19  |     27000.00 | CE          |               31 |      2388655 |  1581880 |     1346.85 |             151.00
 2019-09-19  |     27000.00 | PE          |               31 |      3289602 |  2396200 |      210.84 |             137.28
 2019-09-19  |     27100.00 | CE          |               31 |      1717467 |   929780 |     1361.53 |             184.72
 2019-09-19  |     27100.00 | PE          |               31 |      1617285 |   862240 |      227.00 |             187.57
 2019-09-19  |     27200.00 | CE          |               32 |      2047472 |  1304620 |     1488.90 |             156.94
 2019-09-19  |     27200.00 | PE          |               32 |      1956719 |   997400 |      205.45 |             196.18
 2019-09-19  |     27300.00 | CE          |               32 |      2021957 |  1361220 |     1465.32 |             148.54
 2019-09-19  |     27300.00 | PE          |               32 |      1503560 |   899020 |      210.25 |             167.24
 2019-09-19  |     27400.00 | CE          |               32 |      2002672 |  1319080 |     1607.68 |             151.82
 2019-09-19  |     27400.00 | PE          |               32 |      1322101 |   911840 |      260.96 |             144.99
 2019-09-19  |     27500.00 | CE          |               32 |      2877381 |  2389680 |     1223.64 |             120.41
 2019-09-19  |     27500.00 | PE          |               32 |      2215411 |  1926120 |      278.58 |             115.02
 2019-09-19  |     27600.00 | CE          |               32 |      1973625 |  1175820 |     1186.21 |             167.85
 2019-09-19  |     27600.00 | PE          |               32 |      1199330 |   814380 |      298.93 |             147.27
 2019-09-19  |     27700.00 | CE          |               32 |      2175566 |  1614380 |     1629.58 |             134.76
 2019-09-19  |     27700.00 | PE          |               32 |      1136110 |  1180660 |      323.34 |              96.23
 2019-09-19  |     27800.00 | CE          |               32 |      3320167 |  1984260 |     1564.09 |             167.33
 2019-09-19  |     27800.00 | PE          |               32 |       963103 |   987280 |      356.51 |              97.55
 2019-09-19  |     27900.00 | CE          |               32 |      1811920 |  1424940 |     1502.05 |             127.16
 2019-09-19  |     27900.00 | PE          |               32 |       510388 |   397900 |      391.81 |             128.27
 2019-09-19  |     28000.00 | CE          |               32 |      3186171 |  4297780 |     1382.78 |              74.14
 2019-09-19  |     28000.00 | PE          |               32 |       484404 |   578080 |      427.70 |              83.80
 2019-09-19  |     28100.00 | CE          |               32 |      1466388 |  1737540 |     1437.00 |              84.39
 2019-09-19  |     28100.00 | PE          |               32 |       107593 |   119600 |      457.41 |              89.96
 2019-09-19  |     28200.00 | CE          |               32 |      1714235 |  1939620 |     1642.12 |              88.38
 2019-09-19  |     28200.00 | PE          |               32 |        46588 |    80420 |      386.75 |              57.93
 2019-09-19  |     28300.00 | CE          |               32 |      1352451 |  1589540 |     1517.08 |              85.08
 2019-09-19  |     28300.00 | PE          |               32 |         8923 |    28540 |      423.50 |              31.26
 2019-09-19  |     28400.00 | CE          |               32 |      1039849 |  1241600 |     1520.77 |              83.75
 2019-09-19  |     28400.00 | PE          |               32 |        10666 |    29980 |      464.76 |              35.58
 2019-09-19  |     28500.00 | CE          |               32 |      1588908 |  3031220 |      855.46 |              52.42
 2019-09-19  |     28500.00 | PE          |               32 |        17111 |    53320 |      503.60 |              32.09
 2019-09-19  |     28600.00 | CE          |               32 |       653347 |   933740 |     1407.22 |              69.97
 2019-09-19  |     28700.00 | CE          |               32 |       525833 |  1085500 |     1406.72 |              48.44
 2019-09-19  |     28800.00 | CE          |               32 |       431198 |   850320 |     1708.31 |              50.71
 2019-09-19  |     28900.00 | CE          |               32 |       258841 |   380320 |     1645.96 |              68.06
 2019-09-19  |     29000.00 | CE          |               32 |       391390 |   993860 |     1522.04 |              39.38
 2019-09-19  |     29000.00 | PE          |               32 |         1024 |    20060 |      494.30 |               5.10
 2019-09-19  |     29100.00 | CE          |               32 |        40085 |    79680 |     1585.66 |              50.31
 2019-09-19  |     29200.00 | CE          |               32 |        21482 |    66600 |     1524.75 |              32.26
 2019-09-19  |     29300.00 | CE          |               32 |         9693 |    31760 |     1465.85 |              30.52
 2019-09-19  |     29400.00 | CE          |               32 |         6071 |    12100 |     1460.18 |              50.17
 2019-09-19  |     29500.00 | CE          |               32 |        16466 |    65660 |     1349.01 |              25.08
 2019-09-19  |     29600.00 | CE          |               32 |         1259 |    11380 |     1342.78 |              11.06
 2019-09-19  |     30000.00 | CE          |               32 |         4742 |    71200 |      532.53 |               6.66
 2019-09-19  |     30100.00 | CE          |               32 |         3512 |        0 |     1192.01 |                   
 2019-09-19  |     30200.00 | CE          |               32 |         3023 |       40 |     1061.05 |            7557.50
 2019-09-19  |     30300.00 | CE          |               32 |         4535 |       40 |     1011.02 |           11337.50
 2019-09-19  |     30400.00 | CE          |               32 |         3885 |      160 |      962.44 |            2428.13
 2019-09-19  |     30500.00 | CE          |               32 |         5660 |     2600 |      915.46 |             217.69
 2019-09-19  |     30600.00 | CE          |               32 |         7050 |      260 |      869.96 |            2711.54
 2019-09-19  |     30700.00 | CE          |               32 |         3678 |      160 |      825.83 |            2298.75
 2019-09-19  |     30800.00 | CE          |               32 |         4041 |      140 |      783.38 |            2886.43
 2019-09-19  |     30900.00 | CE          |               32 |         6030 |      200 |      742.37 |            3015.00
 2019-09-19  |     31000.00 | CE          |               32 |         1578 |     2700 |      327.60 |              58.44
 2019-09-19  |     31100.00 | CE          |               32 |         6018 |        0 |      688.62 |                   
 2019-09-19  |     31200.00 | CE          |               32 |         8092 |      100 |      606.00 |            8092.00
 2019-09-19  |     31300.00 | CE          |               32 |         5545 |     1000 |      572.18 |             554.50
 2019-09-19  |     31400.00 | CE          |               32 |         6683 |      360 |      539.80 |            1856.39
 2019-09-19  |     31500.00 | CE          |               32 |         6426 |      200 |      508.60 |            3213.00
 2019-09-19  |     31600.00 | CE          |               32 |        13241 |      260 |      461.18 |            5092.69
 2019-09-19  |     31700.00 | CE          |               32 |        15071 |      800 |      433.98 |            1883.88
 2019-09-19  |     31800.00 | CE          |               32 |        12027 |      400 |      407.67 |            3006.75
 2019-09-19  |     31900.00 | CE          |               32 |        15248 |      420 |      382.78 |            3630.48
 2019-09-19  |     32000.00 | CE          |               32 |        10703 |     7540 |      358.94 |             141.95
 2019-09-26  |     25200.00 | PE          |               16 |        70917 |   728880 |       22.51 |               9.73
 2019-09-26  |     25300.00 | PE          |               16 |        14714 |    63760 |       36.46 |              23.08
 2019-09-26  |     25400.00 | PE          |               23 |        32608 |   486120 |       50.39 |               6.71
 2019-09-26  |     25500.00 | CE          |               23 |         1685 |   141580 |     2549.51 |               1.19
 2019-09-26  |     25500.00 | PE          |               23 |       175039 |  1348640 |       57.34 |              12.98
 2019-09-26  |     25600.00 | PE          |               23 |        35643 |    74120 |       85.14 |              48.09
 2019-09-26  |     25700.00 | PE          |               23 |        50770 |   117740 |       95.51 |              43.12
 2019-09-26  |     25800.00 | PE          |               23 |        49567 |   120640 |       78.62 |              41.09
 2019-09-26  |     25900.00 | PE          |               23 |        55183 |    84520 |      128.81 |              65.29
 2019-09-26  |     26000.00 | CE          |               34 |         7723 |   309360 |     2093.21 |               2.50
 2019-09-26  |     26000.00 | PE          |               34 |       544503 |  3954680 |      112.30 |              13.77
 2019-09-26  |     26100.00 | PE          |               34 |       107726 |   244100 |      144.59 |              44.13
 2019-09-26  |     26200.00 | PE          |               34 |       174279 |   345920 |      147.80 |              50.38
 2019-09-26  |     26300.00 | PE          |               34 |       187186 |   383560 |      170.11 |              48.80
 2019-09-26  |     26400.00 | CE          |               34 |         9943 |    25200 |     1666.17 |              39.46
 2019-09-26  |     26400.00 | PE          |               34 |       225520 |   415960 |      173.65 |              54.22
 2019-09-26  |     26500.00 | CE          |               34 |        38746 |   381700 |     1667.35 |              10.15
 2019-09-26  |     26500.00 | PE          |               34 |       881061 |  4083700 |      184.14 |              21.58
 2019-09-26  |     26600.00 | CE          |               35 |        13901 |    39620 |     1856.65 |              35.09
 2019-09-26  |     26600.00 | PE          |               35 |       256344 |   469500 |      183.98 |              54.60
 2019-09-26  |     26700.00 | CE          |               35 |        41783 |    98760 |     1689.25 |              42.31
 2019-09-26  |     26700.00 | PE          |               35 |       296157 |   634560 |      213.35 |              46.67
 2019-09-26  |     26800.00 | CE          |               36 |       116538 |   340720 |     1641.89 |              34.20
 2019-09-26  |     26800.00 | PE          |               36 |       361192 |   679460 |      215.36 |              53.16
 2019-09-26  |     26900.00 | CE          |               36 |       140217 |   345000 |     1574.43 |              40.64
 2019-09-26  |     26900.00 | PE          |               36 |       281776 |   641820 |      237.95 |              43.90
 2019-09-26  |     27000.00 | CE          |               36 |       493675 |  2713000 |     1316.27 |              18.20
