 expiry_date | strike_price | option_type | num_trading_days | total_volume | total_oi | avg_premium | volume_to_oi_ratio 
-------------+--------------+-------------+------------------+--------------+----------+-------------+--------------------
 2019-10-03  |     29100.00 | CE          |               40 |       807187 |   347220 |      737.42 |             232.47
 2019-10-03  |     29100.00 | PE          |               40 |       564224 |   198100 |      947.74 |             284.82
 2019-10-03  |     29200.00 | CE          |               40 |      1228553 |   551420 |      501.97 |             222.80
 2019-10-03  |     29200.00 | PE          |               40 |       658660 |   281780 |     1044.23 |             233.75
 2019-10-03  |     29300.00 | CE          |               40 |      1087507 |   423020 |      643.30 |             257.08
 2019-10-03  |     29300.00 | PE          |               40 |       463914 |   200480 |     1074.71 |             231.40
 2019-10-03  |     29400.00 | CE          |               40 |      1048536 |   363000 |      609.33 |             288.85
 2019-10-03  |     29400.00 | PE          |               40 |       348681 |   186380 |     1133.82 |             187.08
 2019-10-03  |     29500.00 | CE          |               40 |      2812273 |  1819820 |      570.10 |             154.54
 2019-10-03  |     29500.00 | PE          |               40 |       888594 |  1113300 |     1194.01 |              79.82
 2019-10-03  |     29600.00 | CE          |               40 |      1122390 |   514840 |      535.56 |             218.01
 2019-10-03  |     29600.00 | PE          |               40 |       243045 |   200020 |     1256.91 |             121.51
 2019-10-03  |     29700.00 | CE          |               40 |      1015310 |   622080 |      501.36 |             163.21
 2019-10-03  |     29700.00 | PE          |               40 |       211510 |   206600 |     1320.02 |             102.38
 2019-10-03  |     29800.00 | CE          |               40 |       979477 |   727600 |      475.71 |             134.62
 2019-10-03  |     29800.00 | PE          |               40 |       192909 |   291940 |     1386.74 |              66.08
 2019-10-03  |     29900.00 | CE          |               40 |       735181 |   529500 |      438.76 |             138.84
 2019-10-03  |     29900.00 | PE          |               40 |       145263 |   193320 |     1453.68 |              75.14
 2019-10-03  |     30000.00 | CE          |               40 |      2810903 |  3330540 |      406.40 |              84.40
 2019-10-03  |     30000.00 | PE          |               40 |       407476 |  1494460 |     1524.28 |              27.27
 2019-10-03  |     30100.00 | CE          |                8 |       670631 |   770320 |      325.26 |              87.06
 2019-10-03  |     30100.00 | PE          |                8 |        61104 |   135180 |      784.74 |              45.20
 2019-10-03  |     30200.00 | CE          |                8 |       840684 |  1291420 |      295.27 |              65.10
 2019-10-03  |     30200.00 | PE          |                8 |        40832 |   118360 |      868.56 |              34.50
 2019-10-03  |     30300.00 | CE          |                8 |       588902 |   607300 |      249.66 |              96.97
 2019-10-03  |     30300.00 | PE          |                8 |        19656 |    44000 |      942.04 |              44.67
 2019-10-03  |     30400.00 | CE          |                8 |       462742 |   512420 |      233.81 |              90.31
 2019-10-03  |     30400.00 | PE          |                8 |        15837 |    41200 |     1009.60 |              38.44
 2019-10-03  |     30500.00 | CE          |                8 |      3205300 |  2838420 |      217.89 |             112.93
 2019-10-03  |     30500.00 | PE          |                8 |        31510 |   263620 |     1088.81 |              11.95
 2019-10-03  |     30600.00 | CE          |                8 |       458618 |   780300 |      199.09 |              58.77
 2019-10-03  |     30600.00 | PE          |                8 |         1484 |    19580 |     1209.90 |               7.58
 2019-10-03  |     30700.00 | CE          |                7 |       355492 |   653620 |      130.10 |              54.39
 2019-10-03  |     30800.00 | CE          |                7 |       321858 |   491860 |      115.85 |              65.44
 2019-10-03  |     30900.00 | CE          |                7 |       209372 |   327740 |      101.70 |              63.88
 2019-10-03  |     31000.00 | CE          |                7 |      1031301 |  3220380 |       89.01 |              32.02
 2019-10-03  |     31000.00 | PE          |                7 |         2033 |    35060 |     1603.37 |               5.80
 2019-10-03  |     31100.00 | CE          |                7 |       135657 |   194240 |       78.92 |              69.84
 2019-10-03  |     31200.00 | CE          |                7 |       159665 |   281660 |       69.74 |              56.69
 2019-10-03  |     31300.00 | CE          |                7 |       115080 |   196560 |       63.44 |              58.55
 2019-10-03  |     31400.00 | CE          |                7 |       105401 |   203420 |       55.19 |              51.81
 2019-10-03  |     31500.00 | CE          |                7 |       459112 |  1571300 |       47.86 |              29.22
 2019-10-03  |     31600.00 | CE          |                7 |        53878 |   103520 |       46.61 |              52.05
 2019-10-03  |     31700.00 | CE          |                7 |        52269 |   174760 |       39.28 |              29.91
 2019-10-03  |     31800.00 | CE          |                7 |        38053 |    88800 |      147.87 |              42.85
 2019-10-03  |     31900.00 | CE          |                7 |        25452 |    70040 |      138.10 |              36.34
 2019-10-03  |     32000.00 | CE          |                7 |       308664 |  1609420 |       26.51 |              19.18
 2019-10-03  |     32100.00 | CE          |                7 |        27302 |   123020 |       25.09 |              22.19
 2019-10-03  |     32200.00 | CE          |                7 |       122953 |   760240 |       22.39 |              16.17
 2019-10-10  |     25200.00 | PE          |               24 |        29976 |   197560 |      220.78 |              15.17
 2019-10-10  |     25400.00 | PE          |               31 |         5988 |    22660 |      201.97 |              26.43
 2019-10-10  |     25500.00 | PE          |               31 |        70858 |   273260 |      212.64 |              25.93
 2019-10-10  |     25600.00 | PE          |               31 |         6280 |    20260 |      240.06 |              31.00
 2019-10-10  |     25700.00 | PE          |               31 |        11202 |    18080 |      261.00 |              61.96
 2019-10-10  |     25800.00 | PE          |               31 |        16831 |    55320 |      284.17 |              30.42
 2019-10-10  |     25900.00 | PE          |               31 |        25081 |    50200 |      307.66 |              49.96
 2019-10-10  |     26000.00 | PE          |               31 |       301565 |   864400 |      320.27 |              34.89
 2019-10-10  |     26100.00 | PE          |               37 |        32768 |    44640 |      260.06 |              73.41
 2019-10-10  |     26200.00 | PE          |               37 |        53470 |    88360 |      280.91 |              60.51
 2019-10-10  |     26300.00 | PE          |               37 |        56208 |    85220 |      303.96 |              65.96
 2019-10-10  |     26400.00 | PE          |               37 |        81785 |    76920 |      327.19 |             106.32
 2019-10-10  |     26500.00 | PE          |               39 |       598760 |   965800 |      271.98 |              62.00
 2019-10-10  |     26600.00 | PE          |               39 |       132601 |   116600 |      307.91 |             113.72
 2019-10-10  |     26700.00 | PE          |               39 |       183161 |   239120 |      332.00 |              76.60
 2019-10-10  |     26800.00 | PE          |               39 |       276738 |   259260 |      347.80 |             106.74
 2019-10-10  |     26900.00 | PE          |               39 |       249088 |   186700 |      372.13 |             133.42
 2019-10-10  |     27000.00 | CE          |               39 |         6475 |    44940 |     1771.18 |              14.41
 2019-10-10  |     27000.00 | PE          |               39 |      1773952 |  1865520 |      409.71 |              95.09
 2019-10-10  |     27100.00 | PE          |               39 |       462258 |   261400 |      417.03 |             176.84
 2019-10-10  |     27200.00 | PE          |               39 |       660763 |   614600 |      456.69 |             107.51
 2019-10-10  |     27300.00 | PE          |               39 |       683848 |   455600 |      487.58 |             150.10
 2019-10-10  |     27400.00 | CE          |               39 |        12008 |    10480 |     1494.29 |             114.58
 2019-10-10  |     27400.00 | PE          |               39 |       760750 |   490060 |      424.39 |             155.24
 2019-10-10  |     27500.00 | CE          |               39 |        47590 |   147940 |     1428.23 |              32.17
 2019-10-10  |     27500.00 | PE          |               39 |      2417185 |  1537640 |      528.04 |             157.20
 2019-10-10  |     27600.00 | CE          |               39 |        23649 |    27040 |     1377.34 |              87.46
 2019-10-10  |     27600.00 | PE          |               39 |      1048772 |   508980 |      577.03 |             206.05
 2019-10-10  |     27700.00 | CE          |               39 |        79265 |    68540 |     1306.56 |             115.65
 2019-10-10  |     27700.00 | PE          |               39 |      1388854 |   672340 |      614.15 |             206.57
 2019-10-10  |     27800.00 | CE          |               39 |       214503 |   160600 |     1264.45 |             133.56
 2019-10-10  |     27800.00 | PE          |               39 |      2043380 |  1002080 |      652.27 |             203.91
 2019-10-10  |     27900.00 | CE          |               39 |       469410 |   175580 |     1101.83 |             267.35
 2019-10-10  |     27900.00 | PE          |               39 |      2214641 |   799240 |      675.63 |             277.09
 2019-10-10  |     28000.00 | CE          |               39 |      2375685 |  1543040 |     1127.55 |             153.96
 2019-10-10  |     28000.00 | PE          |               39 |      4310354 |  2537000 |      698.28 |             169.90
 2019-10-10  |     28100.00 | CE          |               39 |      1452034 |   799480 |     1069.76 |             181.62
 2019-10-10  |     28100.00 | PE          |               39 |      1525734 |   246100 |      780.68 |             619.97
 2019-10-10  |     28200.00 | CE          |               39 |      1879469 |   838280 |     1022.65 |             224.21
 2019-10-10  |     28200.00 | PE          |               39 |      1370889 |   268500 |      828.67 |             510.57
 2019-10-10  |     28300.00 | CE          |               39 |      1920864 |   695160 |      971.45 |             276.32
 2019-10-10  |     28300.00 | PE          |               39 |       917949 |   314920 |      859.30 |             291.49
 2019-10-10  |     28400.00 | CE          |               39 |      1718593 |   702340 |      925.28 |             244.70
 2019-10-10  |     28400.00 | PE          |               39 |       588662 |   360600 |      909.52 |             163.25
 2019-10-10  |     28500.00 | CE          |               39 |      3883645 |  2593080 |      878.35 |             149.77
 2019-10-10  |     28500.00 | PE          |               39 |       847506 |  1119640 |      938.83 |              75.69
 2019-10-10  |     28600.00 | CE          |               39 |      1798731 |   817520 |      835.27 |             220.02
 2019-10-10  |     28600.00 | PE          |               39 |       257666 |   250940 |     1016.99 |             102.68
 2019-10-10  |     28700.00 | CE          |               39 |      1595456 |   627440 |      792.75 |             254.28
 2019-10-10  |     28700.00 | PE          |               39 |       148742 |   179020 |     1073.15 |              83.09
 2019-10-10  |     28800.00 | CE          |               39 |      1671379 |   842700 |      751.58 |             198.34
 2019-10-10  |     28800.00 | PE          |               39 |        90778 |   149360 |     1130.68 |              60.78
 2019-10-10  |     28900.00 | CE          |               39 |      1195087 |   648040 |      713.80 |             184.42
 2019-10-10  |     28900.00 | PE          |               39 |        27423 |    51520 |     1190.89 |              53.23
 2019-10-10  |     29000.00 | CE          |               39 |      3400566 |  3139540 |      685.47 |             108.31
 2019-10-10  |     29000.00 | PE          |               39 |        82292 |   433060 |     1108.25 |              19.00
 2019-10-10  |     29100.00 | CE          |               39 |       899513 |   591920 |      639.36 |             151.97
 2019-10-10  |     29100.00 | PE          |               39 |         7676 |    26200 |     1314.53 |              29.30
 2019-10-10  |     29200.00 | CE          |               39 |      1092227 |   937120 |      612.65 |             116.55
 2019-10-10  |     29200.00 | PE          |               39 |         8179 |    20100 |     1379.92 |              40.69
 2019-10-10  |     29300.00 | CE          |               39 |       559864 |   512220 |      572.08 |             109.30
 2019-10-10  |     29300.00 | PE          |               39 |         2221 |    13640 |     1446.81 |              16.28
 2019-10-10  |     29400.00 | CE          |               39 |       430090 |   362580 |      351.41 |             118.62
 2019-10-10  |     29400.00 | PE          |               39 |         1540 |     9080 |     1481.15 |              16.96
 2019-10-10  |     29500.00 | CE          |               39 |      2295098 |  2384780 |      529.52 |              96.24
 2019-10-10  |     29500.00 | PE          |               39 |        17839 |   142240 |     1483.66 |              12.54
 2019-10-10  |     29600.00 | CE          |               39 |       306497 |   374640 |      487.95 |              81.81
 2019-10-10  |     29700.00 | CE          |               39 |       242895 |   404440 |      460.64 |              60.06
 2019-10-10  |     29800.00 | CE          |               38 |       257101 |   527180 |      514.23 |              48.77
 2019-10-10  |     29900.00 | CE          |               38 |       198750 |   338020 |      475.78 |              58.80
 2019-10-10  |     30000.00 | CE          |               38 |      3202035 |  2999420 |      448.74 |             106.76
 2019-10-10  |     30000.00 | PE          |               38 |        12897 |   199420 |     1605.55 |               6.47
 2019-10-10  |     30100.00 | CE          |               12 |       111375 |   236700 |      188.93 |              47.05
 2019-10-10  |     30200.00 | CE          |               12 |       101669 |   245520 |      194.68 |              41.41
 2019-10-10  |     30300.00 | CE          |               12 |        76378 |   232000 |      214.92 |              32.92
 2019-10-10  |     30400.00 | CE          |               12 |        58700 |   116940 |      213.34 |              50.20
 2019-10-10  |     30500.00 | CE          |               12 |       339787 |  1352820 |      153.54 |              25.12
 2019-10-10  |     30600.00 | CE          |               12 |        48422 |   184100 |      117.25 |              26.30
 2019-10-10  |     30700.00 | CE          |               11 |        25334 |    96160 |      299.00 |              26.35
 2019-10-10  |     30800.00 | CE          |               11 |        25572 |    76980 |      354.20 |              33.22
 2019-10-10  |     30900.00 | CE          |               11 |        27155 |    79520 |      341.75 |              34.15
 2019-10-10  |     31000.00 | CE          |               11 |       255878 |  1224440 |      174.41 |              20.90
 2019-10-10  |     31100.00 | CE          |               11 |         9811 |    46080 |      375.61 |              21.29
 2019-10-10  |     31200.00 | CE          |               11 |        13155 |    91160 |      359.40 |              14.43
 2019-10-10  |     31300.00 | CE          |               11 |         2407 |    14240 |      578.91 |              16.90
 2019-10-10  |     31400.00 | CE          |               11 |         1311 |     3720 |      554.20 |              35.24
 2019-10-10  |     31500.00 | CE          |               11 |        74583 |   402760 |      249.95 |              18.52
 2019-10-10  |     31600.00 | CE          |               11 |         1189 |     9480 |      506.86 |              12.54
 2019-10-10  |     31800.00 | CE          |               11 |         4014 |    42940 |      270.16 |               9.35
 2019-10-10  |     31900.00 | CE          |               11 |         1205 |     5040 |      441.81 |              23.91
 2019-10-10  |     32000.00 | CE          |               11 |        69443 |   535020 |      193.65 |              12.98
 2019-10-10  |     32100.00 | CE          |               11 |         1783 |    13460 |      402.23 |              13.25
 2019-10-10  |     32200.00 | CE          |               11 |        14016 |   209360 |      174.93 |               6.69
 2019-10-17  |     25200.00 | PE          |               29 |        62393 |   748760 |      232.64 |               8.33
 2019-10-17  |     25300.00 | PE          |               29 |         2612 |    19700 |      296.81 |              13.26
 2019-10-17  |     25400.00 | PE          |               36 |         1790 |     5480 |      230.05 |              32.66
 2019-10-17  |     25500.00 | PE          |               36 |        80517 |   254620 |      219.80 |              31.62
 2019-10-17  |     25600.00 | PE          |               36 |         6517 |    23660 |      269.79 |              27.54
 2019-10-17  |     25700.00 | PE          |               36 |         9503 |    27720 |      283.31 |              34.28
 2019-10-17  |     25800.00 | PE          |               36 |        14786 |    58080 |      306.51 |              25.46
 2019-10-17  |     25900.00 | PE          |               36 |        11863 |    26180 |      338.30 |              45.31
 2019-10-17  |     26000.00 | PE          |               36 |       266388 |   873920 |      323.74 |              30.48
 2019-10-17  |     26100.00 | PE          |               37 |        38929 |    76840 |      244.73 |              50.66
 2019-10-17  |     26200.00 | PE          |               37 |        48850 |    82580 |      280.00 |              59.15
 2019-10-17  |     26300.00 | PE          |               37 |        54851 |    90600 |      279.66 |              60.54
 2019-10-17  |     26400.00 | PE          |               41 |        66224 |    85040 |      339.05 |              77.87
 2019-10-17  |     26500.00 | PE          |               41 |       592927 |  1909800 |      348.82 |              31.05
 2019-10-17  |     26600.00 | PE          |               41 |       110044 |   155580 |      385.38 |              70.73
 2019-10-17  |     26700.00 | PE          |               41 |       142586 |   181460 |      409.26 |              78.58
 2019-10-17  |     26800.00 | PE          |               41 |       208667 |   453100 |      435.40 |              46.05
 2019-10-17  |     26900.00 | PE          |               41 |       195518 |   185060 |      453.61 |             105.65
 2019-10-17  |     27000.00 | PE          |               41 |      1515159 |  2820960 |      469.89 |              53.71
 2019-10-17  |     27100.00 | PE          |               41 |       271744 |   280180 |      511.73 |              96.99
 2019-10-17  |     27200.00 | PE          |               41 |       377295 |   408040 |      543.64 |              92.47
 2019-10-17  |     27300.00 | PE          |               41 |       452785 |   389960 |      626.26 |             116.11
 2019-10-17  |     27400.00 | PE          |               41 |       497131 |   433380 |      602.68 |             114.71
 2019-10-17  |     27500.00 | CE          |               41 |         9272 |    72860 |     1453.23 |              12.73
 2019-10-17  |     27500.00 | PE          |               41 |      2078785 |  2498720 |      637.76 |              83.19
 2019-10-17  |     27600.00 | CE          |               41 |         1036 |     8620 |     1418.55 |              12.02
 2019-10-17  |     27600.00 | PE          |               41 |       639162 |   497940 |      675.06 |             128.36
 2019-10-17  |     27700.00 | CE          |               41 |         9378 |    12680 |     1332.79 |              73.96
 2019-10-17  |     27700.00 | PE          |               41 |       733180 |   597020 |      713.95 |             122.81
 2019-10-17  |     27800.00 | CE          |               41 |        20260 |    42460 |     1271.41 |              47.72
 2019-10-17  |     27800.00 | PE          |               41 |      1014584 |   830060 |      753.59 |             122.23
 2019-10-17  |     27900.00 | CE          |               41 |        25532 |    55300 |     1213.03 |              46.17
 2019-10-17  |     27900.00 | PE          |               41 |       948234 |   678580 |      794.82 |             139.74
 2019-10-17  |     28000.00 | CE          |               41 |       300138 |   788080 |     1156.44 |              38.08
 2019-10-17  |     28000.00 | PE          |               41 |      3070311 |  2688900 |      837.52 |             114.18
 2019-10-17  |     28100.00 | CE          |               41 |       116695 |   148920 |     1102.25 |              78.36
 2019-10-17  |     28100.00 | PE          |               41 |      1178227 |   680780 |      880.95 |             173.07
 2019-10-17  |     28200.00 | CE          |               41 |       246083 |   215200 |     1050.19 |             114.35
 2019-10-17  |     28200.00 | PE          |               41 |      1590959 |   809940 |      927.27 |             196.43
 2019-10-17  |     28300.00 | CE          |               41 |       406135 |   299900 |      998.73 |             135.42
 2019-10-17  |     28300.00 | PE          |               41 |      1609790 |   795500 |      977.24 |             202.36
 2019-10-17  |     28400.00 | CE          |               41 |       615719 |   383420 |      950.82 |             160.59
 2019-10-17  |     28400.00 | PE          |               41 |      1600735 |  1135280 |     1010.09 |             141.00
 2019-10-17  |     28500.00 | CE          |               41 |      1944957 |  2139060 |      895.47 |              90.93
 2019-10-17  |     28500.00 | PE          |               41 |      2293280 |  1731680 |     1049.49 |             132.43
 2019-10-17  |     28600.00 | CE          |               41 |      1478301 |   547540 |      860.82 |             269.99
 2019-10-17  |     28600.00 | PE          |               41 |      1403224 |   642900 |     1123.86 |             218.26
 2019-10-17  |     28700.00 | CE          |               41 |      1997765 |   612360 |      827.16 |             326.24
 2019-10-17  |     28700.00 | PE          |               41 |      1204578 |   764140 |     1185.77 |             157.64
 2019-10-17  |     28800.00 | CE          |               41 |      2519836 |   819380 |      765.85 |             307.53
 2019-10-17  |     28800.00 | PE          |               41 |      1008636 |   522880 |     1230.86 |             192.90
 2019-10-17  |     28900.00 | CE          |               41 |      2284571 |   638400 |      735.60 |             357.86
 2019-10-17  |     28900.00 | PE          |               41 |      1043282 |   623460 |     1293.80 |             167.34
 2019-10-17  |     29000.00 | CE          |               41 |      6294373 |  3715140 |      687.92 |             169.42
 2019-10-17  |     29000.00 | PE          |               41 |      1596940 |   535700 |     1342.05 |             298.10
 2019-10-17  |     29100.00 | CE          |               41 |      2936288 |  1471100 |      661.39 |             199.60
 2019-10-17  |     29100.00 | PE          |               41 |       277222 |    36560 |     1458.17 |             758.27
 2019-10-17  |     29200.00 | CE          |               41 |      2497159 |  1594720 |      661.60 |             156.59
 2019-10-17  |     29200.00 | PE          |               41 |        43278 |    23340 |     1338.60 |             185.42
 2019-10-17  |     29300.00 | CE          |               41 |      1636127 |  1395360 |      629.82 |             117.25
 2019-10-17  |     29300.00 | PE          |               41 |        12760 |    16940 |     1595.34 |              75.32
 2019-10-17  |     29400.00 | CE          |               41 |       936101 |   699360 |      570.81 |             133.85
 2019-10-17  |     29400.00 | PE          |               41 |         1846 |     4540 |     1582.72 |              40.66
 2019-10-17  |     29500.00 | CE          |               41 |      2901342 |  3950200 |      524.84 |              73.45
 2019-10-17  |     29500.00 | PE          |               41 |         5258 |    44420 |     1547.12 |              11.84
 2019-10-17  |     29600.00 | CE          |               41 |       499606 |   522480 |      528.12 |              95.62
 2019-10-17  |     29700.00 | CE          |               40 |       362965 |   421780 |      488.71 |              86.06
 2019-10-17  |     29800.00 | CE          |               40 |       324311 |   375380 |      508.57 |              86.40
 2019-10-17  |     29900.00 | CE          |               17 |       224076 |   229040 |      267.89 |              97.83
 2019-10-17  |     30000.00 | CE          |               17 |      3667399 |  2777600 |      272.69 |             132.03
 2019-10-17  |     30000.00 | PE          |               17 |         1751 |    64580 |     1431.08 |               2.71
 2019-10-17  |     30100.00 | CE          |               17 |       125739 |   260460 |      212.93 |              48.28
 2019-10-17  |     30200.00 | CE          |               17 |       106276 |   163480 |      384.83 |              65.01
 2019-10-17  |     30300.00 | CE          |               17 |        81989 |   225060 |      231.29 |              36.43
 2019-10-17  |     30400.00 | CE          |               17 |        69445 |   169940 |      215.09 |              40.86
 2019-10-17  |     30500.00 | CE          |               17 |       295210 |   860900 |      152.66 |              34.29
 2019-10-17  |     30600.00 | CE          |               17 |        20798 |    35220 |      199.16 |              59.05
 2019-10-17  |     30700.00 | CE          |               16 |        16657 |    31340 |      469.73 |              53.15
 2019-10-17  |     30800.00 | CE          |               16 |        11066 |    26840 |      937.59 |              41.23
 2019-10-17  |     30900.00 | CE          |               16 |         5754 |    15100 |      906.15 |              38.11
 2019-10-17  |     31000.00 | CE          |               16 |       106128 |   537800 |      562.74 |              19.73
 2019-10-17  |     31100.00 | CE          |               16 |         2704 |     8740 |      845.40 |              30.94
 2019-10-17  |     31200.00 | CE          |               16 |         3274 |    29080 |      816.20 |              11.26
 2019-10-17  |     31500.00 | CE          |               16 |        28487 |    89440 |      601.25 |              31.85
 2019-10-17  |     32000.00 | CE          |               16 |        21965 |   144380 |      396.91 |              15.21
 2019-10-17  |     32200.00 | CE          |               16 |         8925 |     8380 |      614.75 |             106.50
 2019-10-24  |     25200.00 | PE          |               33 |        14788 |   128740 |      293.08 |              11.49
 2019-10-24  |     25500.00 | PE          |               40 |         5416 |    35320 |      255.71 |              15.33
 2019-10-24  |     26000.00 | PE          |               40 |        19060 |   114980 |      361.64 |              16.58
 2019-10-24  |     26100.00 | PE          |               40 |         1067 |     6620 |      430.57 |              16.12
 2019-10-24  |     26400.00 | PE          |               40 |         1176 |    14140 |      507.45 |               8.32
 2019-10-24  |     26500.00 | PE          |               40 |        70016 |   553980 |      500.33 |              12.64
 2019-10-24  |     26600.00 | PE          |               40 |         4811 |    26180 |      572.78 |              18.38
 2019-10-24  |     26700.00 | PE          |               40 |        11388 |    72980 |      591.18 |              15.60
 2019-10-24  |     26800.00 | PE          |               40 |         7915 |    31660 |      626.75 |              25.00
 2019-10-24  |     26900.00 | PE          |               40 |        13448 |    55460 |      663.34 |              24.25
 2019-10-24  |     27000.00 | PE          |               40 |       194404 |  1254700 |      657.06 |              15.49
 2019-10-24  |     27100.00 | PE          |               40 |        31115 |    46160 |      740.63 |              67.41
 2019-10-24  |     27200.00 | PE          |               40 |        36363 |    76220 |      764.02 |              47.71
 2019-10-24  |     27300.00 | PE          |               40 |        37796 |    75960 |      805.15 |              49.76
 2019-10-24  |     27400.00 | PE          |               40 |        42566 |    92080 |      866.99 |              46.23
 2019-10-24  |     27500.00 | PE          |               40 |       329613 |  1477260 |      600.85 |              22.31
 2019-10-24  |     27600.00 | PE          |               40 |        66389 |   115220 |      922.22 |              57.62
 2019-10-24  |     27700.00 | PE          |               40 |        84815 |   137400 |      967.25 |              61.73
 2019-10-24  |     27800.00 | PE          |               40 |       128108 |   218700 |      957.80 |              58.58
 2019-10-24  |     27900.00 | PE          |               40 |       134078 |   190980 |     1066.52 |              70.21
 2019-10-24  |     28000.00 | CE          |               40 |         7137 |    93460 |      797.55 |               7.64
 2019-10-24  |     28000.00 | PE          |               40 |       780924 |  2132140 |     1054.86 |              36.63
 2019-10-24  |     28100.00 | PE          |               40 |       207015 |   268060 |     1152.93 |              77.23
 2019-10-24  |     28200.00 | CE          |               40 |         1158 |    11300 |      698.81 |              10.25
 2019-10-24  |     28200.00 | PE          |               40 |       327591 |   515300 |     1212.15 |              63.57
 2019-10-24  |     28300.00 | CE          |               40 |         2112 |    25020 |      659.08 |               8.44
 2019-10-24  |     28300.00 | PE          |               40 |       355785 |   504240 |     1280.09 |              70.56
 2019-10-24  |     28400.00 | CE          |               40 |         3980 |    31580 |      613.77 |              12.60
 2019-10-24  |     28400.00 | PE          |               40 |       441595 |   713700 |     1341.14 |              61.87
 2019-10-24  |     28500.00 | CE          |               40 |        63184 |   391640 |      573.23 |              16.13
 2019-10-24  |     28500.00 | PE          |               40 |      1613443 |  2418820 |     1397.24 |              66.70
 2019-10-24  |     28600.00 | CE          |               40 |        21389 |    83240 |      536.99 |              25.70
 2019-10-24  |     28600.00 | PE          |               40 |       678133 |   679020 |     1453.39 |              99.87
 2019-10-24  |     28700.00 | CE          |               38 |        26206 |   103720 |      788.80 |              25.27
 2019-10-24  |     28700.00 | PE          |               38 |       987131 |   697640 |     1115.44 |             141.50
 2019-10-24  |     28800.00 | CE          |               38 |        48317 |    94700 |      755.89 |              51.02
 2019-10-24  |     28800.00 | PE          |               38 |      1456222 |   930320 |     1180.13 |             156.53
 2019-10-24  |     28900.00 | CE          |               38 |       100492 |   105320 |      700.18 |              95.42
 2019-10-24  |     28900.00 | PE          |               38 |      1598176 |   888820 |     1224.03 |             179.81
 2019-10-24  |     29000.00 | CE          |               38 |       666240 |  1021460 |      644.61 |              65.22
 2019-10-24  |     29000.00 | PE          |               38 |      4271665 |  2610140 |     1438.64 |             163.66
 2019-10-24  |     29100.00 | CE          |               38 |      1167905 |   449600 |      641.04 |             259.77
 2019-10-24  |     29100.00 | PE          |               38 |      2434481 |   977520 |     1370.77 |             249.05
 2019-10-24  |     29200.00 | CE          |               38 |      1519770 |   875680 |      580.62 |             173.55
 2019-10-24  |     29200.00 | PE          |               38 |      2252675 |   452940 |     1410.33 |             497.35
 2019-10-24  |     29300.00 | CE          |               38 |      1453471 |   735540 |      557.00 |             197.61
 2019-10-24  |     29300.00 | PE          |               38 |      1699418 |   394560 |     1497.08 |             430.71
 2019-10-24  |     29400.00 | CE          |               38 |      1540018 |   636800 |      536.33 |             241.84
 2019-10-24  |     29400.00 | PE          |               38 |      1341173 |   256320 |     1583.86 |             523.24
 2019-10-24  |     29500.00 | CE          |               38 |      3230988 |  2209840 |      471.80 |             146.21
 2019-10-24  |     29500.00 | PE          |               38 |      1333825 |   541120 |     1302.70 |             246.49
 2019-10-24  |     29600.00 | CE          |               38 |      1966632 |   887260 |      475.88 |             221.65
 2019-10-24  |     29600.00 | PE          |               38 |       524868 |   109800 |     1720.53 |             478.02
 2019-10-24  |     29700.00 | CE          |               37 |      2092007 |  1260760 |      628.67 |             165.93
 2019-10-24  |     29700.00 | PE          |               37 |       209019 |    58700 |     1447.96 |             356.08
 2019-10-24  |     29800.00 | CE          |               21 |      1931884 |   887240 |      469.04 |             217.74
 2019-10-24  |     29800.00 | PE          |               21 |        64529 |    24600 |     1135.01 |             262.31
 2019-10-24  |     29900.00 | CE          |               21 |      1575567 |   756820 |      438.77 |             208.18
 2019-10-24  |     29900.00 | PE          |               21 |        15738 |    12080 |     1200.00 |             130.28
 2019-10-24  |     30000.00 | CE          |               21 |      3823572 |  3236520 |      276.96 |             118.14
 2019-10-24  |     30000.00 | PE          |               21 |        27115 |    63100 |     1274.11 |              42.97
 2019-10-24  |     30100.00 | CE          |               21 |      1250117 |   534960 |      383.23 |             233.68
 2019-10-24  |     30100.00 | PE          |               21 |         1664 |     5040 |     1355.95 |              33.02
 2019-10-24  |     30200.00 | CE          |               21 |      1150682 |   658420 |      358.53 |             174.76
 2019-10-24  |     30300.00 | CE          |               21 |       864708 |   483960 |      354.80 |             178.67
 2019-10-24  |     30400.00 | CE          |               21 |       549979 |   335440 |      350.25 |             163.96
 2019-10-24  |     30500.00 | CE          |               21 |      1835924 |  1704020 |      257.48 |             107.74
 2019-10-24  |     30600.00 | CE          |               21 |       262813 |   261060 |      290.32 |             100.67
 2019-10-24  |     30700.00 | CE          |               20 |       178037 |   193960 |     1218.21 |              91.79
 2019-10-24  |     30800.00 | CE          |               20 |       127672 |   127660 |     1260.53 |             100.01
 2019-10-24  |     30900.00 | CE          |               20 |        98793 |   103280 |     1223.54 |              95.66
 2019-10-24  |     31000.00 | CE          |               20 |      2804850 |  1142840 |      822.08 |             245.43
 2019-10-24  |     31100.00 | CE          |               20 |        48799 |    53020 |     1152.12 |              92.04
 2019-10-24  |     31200.00 | CE          |               20 |        37454 |    49200 |     1117.59 |              76.13
 2019-10-24  |     31300.00 | CE          |               20 |        25756 |    39700 |     1083.79 |              64.88
 2019-10-24  |     31400.00 | CE          |               20 |        13887 |    13940 |     1050.76 |              99.62
